ID,Name,StudyHours,Attendance,Marks,Grade,Result,Performance_Score
978,Student_978,1.5,85,89.4,B,Pass,73.64
979,Student_979,5.5,52,88.2,B,Pass,74.32
980,Student_980,6.4,58,73.2,C,Pass,68.32000000000001
981,Student_981,4.0,57,71.2,C,Pass,62.12
982,Student_982,7.9,82,48.6,D,Pass,61.36
983,Student_983,2.0,55,86.5,B,Pass,66.9
984,Student_984,1.7,90,56.3,D,Pass,55.17999999999999
985,Student_985,7.6,88,69.8,C,Pass,74.67999999999999
986,Student_986,5.5,53,57.1,D,Pass,55.86
987,Student_987,7.2,62,69.99137749737118,C,Pass,68.79482649842271
988,Student_988,4.9,98,77.8,B,Pass,76.08
989,Student_989,3.2,51,43.3,D,Pass,42.58
990,Student_990,8.4,54,84.9,B,Pass,78.54
991,Student_991,8.2,93,59.1,D,Pass,70.46000000000001
992,Student_992,7.3,76,40.0,D,Pass,53.800000000000004
993,Student_993,3.4,81,70.7,C,Pass,65.42
994,Student_994,6.3,70,42.8,D,Pass,52.279999999999994
995,Student_995,4.2,57,56.6,D,Pass,53.76
996,Student_996,1.8,87,82.4,B,Pass,70.44
997,Student_997,9.3,57,43.8,D,Pass,56.28
998,Student_998,2.2,99,90.4,A,Pass,78.44000000000001
999,Student_999,9.6,52,40.2,D,Pass,53.72
1000,Student_1000,5.0,93,54.8,D,Pass,61.48
